id,name,category,year,parts,img_link,set_link,raw_price,mean_price
40379-1,Bear,Brickheadz,2020.0,150.0,/sets/40379-1/18693.jpg/180x180p.jpg,/sets/40379-1/bear/,"['\n$29.98\n', '\n$41.89\n', '\n$19.95\n', '\n$29.98\n', '\n$41.89\n', '\n$19.95\n']",30.61
41596-1,Beast,Brickheadz,2017.0,116.0,/sets/41596-1/1174.jpg/180x180p.jpg,/sets/41596-1/beast/,"['\n$20.00\n', '\n$20.00\n']",20.0
40270-1,Bee,Brickheadz,2018.0,140.0,/sets/40270-1/14357.jpg/180x180p.jpg,/sets/40270-1/bee/,"['\n$32.00\n ', '\n$12.97\n', '\n$32.00\n', '\n$12.97\n']",22.48
6278983-1,Beijing Brickheadz,Brickheadz,2019.0,110.0,/sets/6278983-1/14769.jpg/180x180p.jpg,/sets/6278983-1/beijing-brickheadz/,"['\n$272.73\n', '\n$272.73\n']",272.73
41595-1,Belle,Brickheadz,2017.0,139.0,/sets/41595-1/11829.jpg/180x180p.jpg,/sets/41595-1/belle/,"['\n$24.15\n', '\n$24.15\n']",24.15
40421-1,"Belle Bottom, Kevin and Bob",Brickheadz,2021.0,309.0,/sets/40421-1/86590.jpg/180x180p.jpg,/sets/40421-1/belle-bottom-kevin-and-bob/,"['\n$39.99\n', '\n$38.97\n', '\n$28.95\n', '\n$39.99\n', '\n$38.97\n', '\n$28.95\n']",35.97
41636-1,Benny,Brickheadz,2019.0,103.0,/sets/41636-1/17521.jpg/180x180p.jpg,/sets/41636-1/benny/,"['\n$99.99\n', '\n$147.76\n', '\n$99.99\n', '\n$147.76\n']",123.88
40348-1,Birthday Clown,Brickheadz,2019.0,150.0,/sets/40348-1/12097.jpg/180x180p.jpg,/sets/40348-1/birthday-clown/,"['\n$15.99\n', '\n$9.99\n', '\n$12.15\n', '\n$15.99\n', '\n$9.99\n', '\n$12.15\n']",12.71
41493-1,Black Panther & Dr. Strange,Brickheadz,2016.0,167.0,/sets/41493-1/9224.jpg/180x180p.jpg,/sets/41493-1/black-panther-dr-strange/,[],0.0
41591-1,Black Widow,Brickheadz,2017.0,143.0,/sets/41591-1/1173.jpg/180x180p.jpg,/sets/41591-1/black-widow/,"['\n$22.50\n', '\n$22.50\n']",22.5
41629-1,Boba Fett,Brickheadz,2018.0,161.0,/sets/41629-1/2699.jpg/180x180p.jpg,/sets/41629-1/boba-fett/,"['\n$71.95\n', '\n$58.85\n', '\n$71.95\n', '\n$58.85\n']",65.4
41498-1,Boba Fett & Han Solo in Carbonite,Brickheadz,2017.0,329.0,/sets/41498-1/12347.jpg/180x180p.jpg,/sets/41498-1/boba-fett-han-solo-in-carbonite/,[],0.0
40383-1,Bride,Brickheadz,2020.0,306.0,/sets/40383-1/18685.jpg/180x180p.jpg,/sets/40383-1/bride/,"['\n$22.00\n', '\n$29.99\n', '\n$18.00\n', '\n$22.00\n', '\n$29.99\n ', '\n$18.00\n']",23.33
40443-1,Budgie and Chick,Brickheadz,2021.0,261.0,/sets/40443-1/82866.jpg/180x180p.jpg,/sets/40443-1/budgie-and-chick/,"['\n$25.18\n', '\n$32.99\n', '\n$14.99\n', '\n$19.62\n', '\n$25.18\n', '\n$32.99\n', '\n$14.99\n', '\n$19.62\n']",23.2
40271-1,Bunny,Brickheadz,2018.0,126.0,/sets/40271-1/11273.jpg/180x180p.jpg,/sets/40271-1/bunny/,"['\n$24.99\n', '\n$11.35\n', '\n$24.99\n', '\n$11.35\n']",18.17
40552-1,Buzz Lightyear,Brickheadz,2022.0,114.0,/sets/40552-1/97359.jpg/180x180p.jpg,/sets/40552-1/buzz-lightyear/,"['\n$19.21\n', '\n$7.99\n ', '\n$9.99\n', '\n$28.90\n', '\n$19.21\n', '\n$7.99\n', '\n$9.99\n', '\n$28.90\n']",16.52
41589-1,Captain America,Brickheadz,2017.0,79.0,/sets/41589-1/1172.jpg/180x180p.jpg,/sets/41589-1/captain-america/,"['\n$39.76\n', '\n$39.76\n']",39.76
41594-1,Captain Armando Salazar,Brickheadz,2017.0,118.0,/sets/41594-1/919.jpg/180x180p.jpg,/sets/41594-1/captain-armando-salazar/,"['\n$9.69\n', '\n$9.69\n']",9.69
41593-1,Captain Jack Sparrow,Brickheadz,2017.0,109.0,/sets/41593-1/11976.jpg/180x180p.jpg,/sets/41593-1/captain-jack-sparrow/,"['\n$40.09\n', '\n$40.09\n']",40.09
41486-1,Captain Phasma,Brickheadz,2017.0,127.0,/sets/41486-1/15978.jpg/180x180p.jpg,/sets/41486-1/captain-phasma/,"['\n$39.00\n', '\n$39.00\n']",39.0
41609-1,Chewbacca,Brickheadz,2018.0,149.0,/sets/41609-1/14820.jpg/180x180p.jpg,/sets/41609-1/chewbacca/,"['\n$49.00\n', '\n$49.00\n', '\n$49.00\n', '\n$49.00\n']",49.0
40350-1,Chick,Brickheadz,2019.0,120.0,/sets/40350-1/20800.jpg/180x180p.jpg,/sets/40350-1/chick/,"['\n$14.30\n', '\n$9.91\n', '\n$14.30\n', '\n$9.91\n']",12.1
40466-1,Chinese New Year Pandas,Brickheadz,2021.0,249.0,/sets/40466-1/78524.jpg/180x180p.jpg,/sets/40466-1/chinese-new-year-pandas/,"['\n$33.38\n', '\n$20.00\n', '\n$19.99\n', '\n$20.02\n', '\n$33.38\n', '\n$20.00\n', '\n$19.99\n', '\n$20.02\n']",23.35
40550-1,Chip & Dale,Brickheadz,2022.0,226.0,/sets/40550-1/98086.jpg/180x180p.jpg,/sets/40550-1/chip-dale/,"['\n$19.99\n', '\n$40.00\n', '\n$19.99\n', '\n$40.00\n']",29.99
40481-1,Cockatiel and Chick,Brickheadz,2021.0,219.0,/sets/40481-1/90011.jpg/180x180p.jpg,/sets/40481-1/cockatiel-and-chick/,"['\n$29.99\n', '\n$29.95\n', '\n$9.19\n', '\n$32.95\n', '\n$29.99\n', '\n$29.95\n', '\n$9.19\n', '\n$32.95\n']",25.52
6302766-1,Cologne Brickheadz,Brickheadz,2019.0,111.0,/sets/6302766-1/16091.jpg/180x180p.jpg,/sets/6302766-1/cologne-brickheadz/,[],0.0
41601-1,Cyborg,Brickheadz,2018.0,108.0,/sets/41601-1/1194.jpg/180x180p.jpg,/sets/41601-1/cyborg/,"['\n$16.00\n', '\n$19.00\n', '\n$16.00\n', '\n$19.00\n']",17.5
40476-1,Daisy Duck,Brickheadz,2021.0,110.0,/sets/40476-1/87549.jpg/180x180p.jpg,/sets/40476-1/daisy-duck/,"['\n$18.99\n', '\n$9.99\n', '\n$15.75\n', '\n$18.99\n', '\n$9.99\n', '\n$15.75\n']",14.91
40479-1,Dalmatian and Puppy,Brickheadz,2021.0,252.0,/sets/40479-1/88014.jpg/180x180p.jpg,/sets/40479-1/dalmatian-and-puppy/,"['\n$23.79\n', '\n$24.95\n', '\n$23.79\n', '\n$24.95\n']",24.37
41619-1,Darth Vader,Brickheadz,2018.0,104.0,/sets/41619-1/4621.jpg/180x180p.jpg,/sets/41619-1/darth-vader/,"['\n$54.95\n', '\n$34.71\n', '\n$54.95\n', '\n$34.71\n']",44.83
40549-1,Demogorgon & Eleven,Brickheadz,2022.0,192.0,/sets/40549-1/96988.jpg/180x180p.jpg,/sets/40549-1/demogorgon-eleven/,"['\n$19.99\n', '\n$40.00\n', '\n$19.99\n', '\n$40.00\n']",29.99
40377-1,Donald Duck,Brickheadz,2020.0,90.0,/sets/40377-1/56212.jpg/180x180p.jpg,/sets/40377-1/donald-duck/,"['\n$60.19\n', '\n$9.99\n', '\n$15.00\n', '\n$60.19\n', '\n$9.99\n', '\n$15.00\n']",28.39
40354-1,Dragon Dance Guy,Brickheadz,2019.0,170.0,/sets/40354-1/15826.jpg/180x180p.jpg,/sets/40354-1/dragon-dance-guy/,"['\n$29.00\n', '\n$14.87\n', '\n$29.00\n', '\n$14.87\n']",21.94
41617-1,Elsa,Brickheadz,2018.0,130.0,/sets/41617-1/9521.jpg/180x180p.jpg,/sets/41617-1/elsa/,"['\n$35.99\n', '\n$20.25\n', '\n$35.99\n', '\n$20.25\n']",28.12
41634-1,Emmet,Brickheadz,2019.0,113.0,/sets/41634-1/13637.jpg/180x180p.jpg,/sets/41634-1/emmet/,"['\n$449.95\n', '\n$130.00\n', '\n$449.95\n', '\n$130.00\n']",289.98
40542-1,FC Barcelona Go Brick Me,Brickheadz,2022.0,530.0,/sets/40542-1/103987.jpg/180x180p.jpg,/sets/40542-1/fc-barcelona-go-brick-me/,"['\n$40.00\n', '\n$19.99\n', '\n$24.78\n', '\n$40.00\n', '\n$19.99\n', '\n$24.78\n']",28.26
41485-1,Finn,Brickheadz,2017.0,91.0,/sets/41485-1/3548.jpg/180x180p.jpg,/sets/41485-1/finn/,"['\n$23.10\n', '\n$23.10\n']",23.1
40422-1,Frankenstein,Brickheadz,2020.0,108.0,/sets/40422-1/72263.jpg/180x180p.jpg,/sets/40422-1/frankenstein/,"['\n$21.79\n', '\n$19.94\n', '\n$9.50\n', '\n$21.79\n', '\n$19.94\n', '\n$9.50\n']",17.08
40544-1,French Bulldog,Brickheadz,2022.0,237.0,/sets/40544-1/95766.jpg/180x180p.jpg,/sets/40544-1/french-bulldog/,"['\n$28.99\n', '\n$27.95\n', '\n$14.99\n', '\n$29.75\n', '\n$28.99\n', '\n$27.95\n', '\n$14.99\n', '\n$29.75\n']",25.42
41607-1,Gamora,Brickheadz,2018.0,136.0,/sets/41607-1/342.jpg/180x180p.jpg,/sets/41607-1/gamora/,"['\n$43.16\n', '\n$21.82\n', '\n$43.16\n', '\n$21.82\n']",32.49
40316-1,Geoffrey,Brickheadz,2018.0,112.0,/sets/40316-1/10551.jpg/180x180p.jpg,/sets/40316-1/geoffrey/,[],0.0
40440-1,German Shepherd and Puppy,Brickheadz,2021.0,247.0,/sets/40440-1/78557.jpg/180x180p.jpg,/sets/40440-1/german-shepherd-and-puppy/,"['\n$23.99\n', '\n$15.30\n', '\n$23.99\n', '\n$15.30\n']",19.64
40351-1,Ghost,Brickheadz,2019.0,136.0,/sets/40351-1/19933.jpg/180x180p.jpg,/sets/40351-1/ghost/,"['\n$39.95\n', '\n$26.90\n', '\n$39.95\n', '\n$26.90\n']",33.42
40480-1,Ginger Tabby and Kitten,Brickheadz,2021.0,270.0,/sets/40480-1/90005.jpg/180x180p.jpg,/sets/40480-1/ginger-tabby-and-kitten/,"['\n$29.97\n', '\n$14.99\n', '\n$23.44\n', '\n$29.97\n', '\n$14.99\n', '\n$23.44\n']",22.8
41597-1,Go Brick Me,Brickheadz,2018.0,708.0,/sets/41597-1/13743.jpg/180x180p.jpg,/sets/41597-1/go-brick-me/,"['\n$56.82\n', '\n$64.46\n', '\n$56.82\n', '\n$64.46\n']",60.64
40442-1,Goldfish and Fry,Brickheadz,2021.0,186.0,/sets/40442-1/82858.jpg/180x180p.jpg,/sets/40442-1/goldfish-and-fry/,"['\n$19.99\n', '\n$14.99\n', '\n$14.34\n', '\n$19.99\n', '\n$14.99\n', '\n$14.34\n']",16.44
40378-1,Goofy and Pluto,Brickheadz,2020.0,214.0,/sets/40378-1/56198.jpg/180x180p.jpg,/sets/40378-1/goofy-and-pluto/,"['\n$29.99\n', '\n$14.99\n', '\n$20.00\n', '\n$29.99\n', '\n$14.99\n', '\n$20.00\n']",21.66
40384-1,Groom,Brickheadz,2020.0,255.0,/sets/40384-1/18689.jpg/180x180p.jpg,/sets/40384-1/groom/,"['\n$36.13\n', '\n$29.99\n', '\n$17.10\n', '\n$36.13\n', '\n$29.99\n', '\n$17.10\n']",27.74
41626-1,Groot & Rocket,Brickheadz,2018.0,189.0,/sets/41626-1/9945.jpg/180x180p.jpg,/sets/41626-1/groot-rocket/,"['\n$78.34\n', '\n$78.34\n']",78.34
40420-1,"Gru, Stuart and Otto",Brickheadz,2021.0,244.0,/sets/40420-1/86596.jpg/180x180p.jpg,/sets/40420-1/gru-stuart-and-otto/,"['\n$29.99\n', '\n$34.80\n', '\n$19.99\n', '\n$26.95\n', '\n$29.99\n', '\n$34.80\n', '\n$19.99\n', '\n$26.95\n']",27.93
40412-1,Hagrid & Buckbeak,Brickheadz,2020.0,270.0,/sets/40412-1/72056.jpg/180x180p.jpg,/sets/40412-1/hagrid-buckbeak/,"['\n$39.99\n', '\n$39.99\n']",39.99
40482-1,Hamster and Baby Hamster,Brickheadz,2021.0,243.0,/sets/40482-1/90017.jpg/180x180p.jpg,/sets/40482-1/hamster-and-baby-hamster/,"['\n$45.00\n', '\n$37.99\n', '\n$17.80\n', '\n$45.00\n', '\n$37.99\n', '\n$17.80\n']",33.6
6322719-1,Hangzhou Brickheadz,Brickheadz,2020.0,98.0,/sets/6322719-1/70139.jpg/180x180p.jpg,/sets/6322719-1/hangzhou-brickheadz/,"['\n$99.99\n', '\n$99.99\n']",99.99
41608-1,Han Solo,Brickheadz,2018.0,141.0,/sets/41608-1/15515.jpg/180x180p.jpg,/sets/41608-1/han-solo/,"['\n$19.99\n', '\n$14.20\n', '\n$19.99\n', '\n$14.20\n']",17.1
66591-1,Han Solo & Chewbacca Bundle,Brickheadz,2018.0,0.0,/sets/66591-1/72018.jpg/180x180p.jpg,/sets/66591-1/han-solo-chewbacca-bundle/,[],0.0
40495-1,"Harry, Hermione, Ron & Hagrid",Brickheadz,2021.0,466.0,/sets/40495-1/87935.jpg/180x180p.jpg,/sets/40495-1/harry-hermione-ron-hagrid/,"['\n$24.99\n', '\n$36.00\n', '\n$24.99\n', '\n$36.00\n']",30.49
41615-1,Harry Potter & Hedwig,Brickheadz,2018.0,180.0,/sets/41615-1/9589.jpg/180x180p.jpg,/sets/41615-1/harry-potter-hedwig/,"['\n$49.59\n', '\n$49.59\n']",49.59
41616-1,Hermione Granger,Brickheadz,2018.0,127.0,/sets/41616-1/13081.jpg/180x180p.jpg,/sets/41616-1/hermione-granger/,"['\n$52.00\n', '\n$28.41\n', '\n$52.00\n', '\n$28.41\n']",40.2
41632-1,Homer Simpson & Krusty the Clown,Brickheadz,2018.0,215.0,/sets/41632-1/15472.jpg/180x180p.jpg,/sets/41632-1/homer-simpson-krusty-the-clown/,"['\n$68.43\n', '\n$68.43\n ']",68.43
41590-1,Iron Man,Brickheadz,2017.0,96.0,/sets/41590-1/11831.jpg/180x180p.jpg,/sets/41590-1/iron-man/,"['\n$33.51\n', '\n$33.51\n']",33.51
41492-1,Iron Man & Captain America,Brickheadz,2016.0,174.0,/sets/41492-1/3176.jpg/180x180p.jpg,/sets/41492-1/iron-man-captain-america/,[],0.0
41604-1,Iron Man MK50,Brickheadz,2018.0,101.0,/sets/41604-1/341.jpg/180x180p.jpg,/sets/41604-1/iron-man-mk50/,"['\n$45.00\n', '\n$28.76\n', '\n$45.00\n', '\n$28.76\n']",36.88
41630-1,Jack Skellington & Sally,Brickheadz,2018.0,193.0,/sets/41630-1/16594.jpg/180x180p.jpg,/sets/41630-1/jack-skellington-sally/,['\n$98.18\n'],98.18
